park_name,scientific_name,category,common_names,conservation_status,observations
Bryce,Polygonum cespitosum,Vascular Plant,Oriental Ladysthumb,Least Concern,64
Great Smoky Mountains,Polygonum cespitosum,Vascular Plant,Oriental Ladysthumb,Least Concern,59
Yellowstone,Polygonum cespitosum,Vascular Plant,Oriental Ladysthumb,Least Concern,235
Yosemite,Polygonum cespitosum,Vascular Plant,Oriental Ladysthumb,Least Concern,130
Bryce,Polygonum cilinode,Vascular Plant,Fringed Climbing Buckwheat,Least Concern,116
Great Smoky Mountains,Polygonum cilinode,Vascular Plant,Fringed Climbing Buckwheat,Least Concern,83
Yellowstone,Polygonum cilinode,Vascular Plant,Fringed Climbing Buckwheat,Least Concern,242
Yosemite,Polygonum cilinode,Vascular Plant,Fringed Climbing Buckwheat,Least Concern,148
Bryce,Polygonum coccineum,Vascular Plant,Longroot Smartweed,Least Concern,80
Great Smoky Mountains,Polygonum coccineum,Vascular Plant,Longroot Smartweed,Least Concern,64
Yellowstone,Polygonum coccineum,Vascular Plant,Longroot Smartweed,Least Concern,229
Yosemite,Polygonum coccineum,Vascular Plant,Longroot Smartweed,Least Concern,126
Bryce,Polygonum convolvulus,Vascular Plant,Wild Buckwheat,Least Concern,201
Great Smoky Mountains,Polygonum convolvulus,Vascular Plant,Wild Buckwheat,Least Concern,137
Yellowstone,Polygonum convolvulus,Vascular Plant,Wild Buckwheat,Least Concern,530
Yosemite,Polygonum convolvulus,Vascular Plant,Wild Buckwheat,Least Concern,257
Bryce,Polygonum cuspidatum,Vascular Plant,Japanese Knotweed,Least Concern,91
Great Smoky Mountains,Polygonum cuspidatum,Vascular Plant,Japanese Knotweed,Least Concern,84
Yellowstone,Polygonum cuspidatum,Vascular Plant,Japanese Knotweed,Least Concern,224
Yosemite,Polygonum cuspidatum,Vascular Plant,Japanese Knotweed,Least Concern,111
Bryce,Polygonum douglasii ssp. douglasii,Vascular Plant,Douglas' Knotweed,Least Concern,89
Great Smoky Mountains,Polygonum douglasii ssp. douglasii,Vascular Plant,Douglas' Knotweed,Least Concern,58
Yellowstone,Polygonum douglasii ssp. douglasii,Vascular Plant,Douglas' Knotweed,Least Concern,246
Yosemite,Polygonum douglasii ssp. douglasii,Vascular Plant,Douglas' Knotweed,Least Concern,155
Bryce,Polygonum douglasii ssp. johnstonii,Vascular Plant,Johnston's Knotweed,Least Concern,74
Great Smoky Mountains,Polygonum douglasii ssp. johnstonii,Vascular Plant,Johnston's Knotweed,Least Concern,71
Yellowstone,Polygonum douglasii ssp. johnstonii,Vascular Plant,Johnston's Knotweed,Least Concern,252
Yosemite,Polygonum douglasii ssp. johnstonii,Vascular Plant,Johnston's Knotweed,Least Concern,141
Bryce,Polygonum douglasii var. douglasii,Vascular Plant,Douglas Knotweed,Least Concern,71
Great Smoky Mountains,Polygonum douglasii var. douglasii,Vascular Plant,Douglas Knotweed,Least Concern,67
Yellowstone,Polygonum douglasii var. douglasii,Vascular Plant,Douglas Knotweed,Least Concern,237
Yosemite,Polygonum douglasii var. douglasii,Vascular Plant,Douglas Knotweed,Least Concern,130
Bryce,Polygonum erectum,Vascular Plant,Knotweed,Least Concern,100
Great Smoky Mountains,Polygonum erectum,Vascular Plant,Knotweed,Least Concern,79
Yellowstone,Polygonum erectum,Vascular Plant,Knotweed,Least Concern,207
Yosemite,Polygonum erectum,Vascular Plant,Knotweed,Least Concern,114
Bryce,Polygonum hydropiper,Vascular Plant,Mild Water-Pepper,Least Concern,95
Great Smoky Mountains,Polygonum hydropiper,Vascular Plant,Mild Water-Pepper,Least Concern,35
Yellowstone,Polygonum hydropiper,Vascular Plant,Mild Water-Pepper,Least Concern,228
Yosemite,Polygonum hydropiper,Vascular Plant,Mild Water-Pepper,Least Concern,161
Bryce,Polygonum hydropiperoides,Vascular Plant,Swamp Smartweed,Least Concern,182
Great Smoky Mountains,Polygonum hydropiperoides,Vascular Plant,Swamp Smartweed,Least Concern,96
Yellowstone,Polygonum hydropiperoides,Vascular Plant,Swamp Smartweed,Least Concern,488
Yosemite,Polygonum hydropiperoides,Vascular Plant,Swamp Smartweed,Least Concern,292
Bryce,Polygonum lapathifolium,Vascular Plant,Pale Smartweed,Least Concern,207
Great Smoky Mountains,Polygonum lapathifolium,Vascular Plant,Pale Smartweed,Least Concern,134
Yellowstone,Polygonum lapathifolium,Vascular Plant,Pale Smartweed,Least Concern,528
Yosemite,Polygonum lapathifolium,Vascular Plant,Pale Smartweed,Least Concern,265
Bryce,Polygonum minimum,Vascular Plant,Zigzag Knotweed,Least Concern,90
Great Smoky Mountains,Polygonum minimum,Vascular Plant,Zigzag Knotweed,Least Concern,74
Yellowstone,Polygonum minimum,Vascular Plant,Zigzag Knotweed,Least Concern,234
Yosemite,Polygonum minimum,Vascular Plant,Zigzag Knotweed,Least Concern,136
Bryce,Polygonum orientale,Vascular Plant,Prince's Feather,Least Concern,134
Great Smoky Mountains,Polygonum orientale,Vascular Plant,Prince's Feather,Least Concern,59
Yellowstone,Polygonum orientale,Vascular Plant,Prince's Feather,Least Concern,278
Yosemite,Polygonum orientale,Vascular Plant,Prince's Feather,Least Concern,180
Bryce,Polygonum pensylvanicum,Vascular Plant,Pennsylvania Smartweed,Least Concern,98
Great Smoky Mountains,Polygonum pensylvanicum,Vascular Plant,Pennsylvania Smartweed,Least Concern,57
Yellowstone,Polygonum pensylvanicum,Vascular Plant,Pennsylvania Smartweed,Least Concern,259
Yosemite,Polygonum pensylvanicum,Vascular Plant,Pennsylvania Smartweed,Least Concern,137
Bryce,Polygonum persicaria,Vascular Plant,Spotted Smartweed,Least Concern,168
Great Smoky Mountains,Polygonum persicaria,Vascular Plant,Spotted Smartweed,Least Concern,118
Yellowstone,Polygonum persicaria,Vascular Plant,Spotted Smartweed,Least Concern,551
Yosemite,Polygonum persicaria,Vascular Plant,Spotted Smartweed,Least Concern,293
Bryce,Polygonum phytolaccifolium,Vascular Plant,Poke Knotweed,Least Concern,119
Great Smoky Mountains,Polygonum phytolaccifolium,Vascular Plant,Poke Knotweed,Least Concern,38
Yellowstone,Polygonum phytolaccifolium,Vascular Plant,Poke Knotweed,Least Concern,252
Yosemite,Polygonum phytolaccifolium,Vascular Plant,Poke Knotweed,Least Concern,132
Bryce,Polygonum polygaloides ssp. kelloggii,Vascular Plant,Kellogg's Knotweed,Least Concern,106
Great Smoky Mountains,Polygonum polygaloides ssp. kelloggii,Vascular Plant,Kellogg's Knotweed,Least Concern,49
Yellowstone,Polygonum polygaloides ssp. kelloggii,Vascular Plant,Kellogg's Knotweed,Least Concern,226
Yosemite,Polygonum polygaloides ssp. kelloggii,Vascular Plant,Kellogg's Knotweed,Least Concern,164
Bryce,Polygonum punctatum,Vascular Plant,Punctate Smartweed,Least Concern,81
Great Smoky Mountains,Polygonum punctatum,Vascular Plant,Punctate Smartweed,Least Concern,43
Yellowstone,Polygonum punctatum,Vascular Plant,Punctate Smartweed,Least Concern,232
Yosemite,Polygonum punctatum,Vascular Plant,Punctate Smartweed,Least Concern,175
Bryce,Polygonum ramosissimum,Vascular Plant,Yellow-Flower Knotweed,Least Concern,118
Great Smoky Mountains,Polygonum ramosissimum,Vascular Plant,Yellow-Flower Knotweed,Least Concern,46
Yellowstone,Polygonum ramosissimum,Vascular Plant,Yellow-Flower Knotweed,Least Concern,213
Yosemite,Polygonum ramosissimum,Vascular Plant,Yellow-Flower Knotweed,Least Concern,162
Bryce,Polygonum sagittatum,Vascular Plant,Tearthumb,Least Concern,114
Great Smoky Mountains,Polygonum sagittatum,Vascular Plant,Tearthumb,Least Concern,46
Yellowstone,Polygonum sagittatum,Vascular Plant,Tearthumb,Least Concern,226
Yosemite,Polygonum sagittatum,Vascular Plant,Tearthumb,Least Concern,138
Bryce,Polygonum scandens var. cristatum,Vascular Plant,Climbing False Buckwheat,Least Concern,141
Great Smoky Mountains,Polygonum scandens var. cristatum,Vascular Plant,Climbing False Buckwheat,Least Concern,64
Yellowstone,Polygonum scandens var. cristatum,Vascular Plant,Climbing False Buckwheat,Least Concern,226
Yosemite,Polygonum scandens var. cristatum,Vascular Plant,Climbing False Buckwheat,Least Concern,157
Bryce,Polygonum setaceum,Vascular Plant,Swamp Smartweed,Least Concern,131
Great Smoky Mountains,Polygonum setaceum,Vascular Plant,Swamp Smartweed,Least Concern,61
Yellowstone,Polygonum setaceum,Vascular Plant,Swamp Smartweed,Least Concern,261
Yosemite,Polygonum setaceum,Vascular Plant,Swamp Smartweed,Least Concern,171
Bryce,Polygonum shastense,Vascular Plant,Shasta Knotweed,Least Concern,85
Great Smoky Mountains,Polygonum shastense,Vascular Plant,Shasta Knotweed,Least Concern,77
Yellowstone,Polygonum shastense,Vascular Plant,Shasta Knotweed,Least Concern,231
Yosemite,Polygonum shastense,Vascular Plant,Shasta Knotweed,Least Concern,187
Bryce,Polygonum virginianum,Vascular Plant,Virginia Knotweed,Least Concern,40
Great Smoky Mountains,Polygonum virginianum,Vascular Plant,Virginia Knotweed,Least Concern,77
Yellowstone,Polygonum virginianum,Vascular Plant,Virginia Knotweed,Least Concern,274
Yosemite,Polygonum virginianum,Vascular Plant,Virginia Knotweed,Least Concern,156
Bryce,Polygonum viviparum,Vascular Plant,Viviparous Bistort,Least Concern,88
Great Smoky Mountains,Polygonum viviparum,Vascular Plant,Viviparous Bistort,Least Concern,107
Yellowstone,Polygonum viviparum,Vascular Plant,Viviparous Bistort,Least Concern,216
Yosemite,Polygonum viviparum,Vascular Plant,Viviparous Bistort,Least Concern,137
Bryce,Polymnia canadensis,Vascular Plant,White-Flower Leafcup,Least Concern,81
Great Smoky Mountains,Polymnia canadensis,Vascular Plant,White-Flower Leafcup,Least Concern,80
Yellowstone,Polymnia canadensis,Vascular Plant,White-Flower Leafcup,Least Concern,249
Yosemite,Polymnia canadensis,Vascular Plant,White-Flower Leafcup,Least Concern,148
Bryce,Polymnia laevigata,Vascular Plant,Tennessee Leafcup,Least Concern,93
Great Smoky Mountains,Polymnia laevigata,Vascular Plant,Tennessee Leafcup,Least Concern,56
Yellowstone,Polymnia laevigata,Vascular Plant,Tennessee Leafcup,Least Concern,259
Yosemite,Polymnia laevigata,Vascular Plant,Tennessee Leafcup,Least Concern,183
Bryce,Polypodium appalachianum,Vascular Plant,Rock Polypody,Least Concern,101
Great Smoky Mountains,Polypodium appalachianum,Vascular Plant,Rock Polypody,Least Concern,33
Yellowstone,Polypodium appalachianum,Vascular Plant,Rock Polypody,Least Concern,271
Yosemite,Polypodium appalachianum,Vascular Plant,Rock Polypody,Least Concern,126
Bryce,Polypodium californicum,Vascular Plant,California Polypody,Least Concern,74
Great Smoky Mountains,Polypodium californicum,Vascular Plant,California Polypody,Least Concern,43
Yellowstone,Polypodium californicum,Vascular Plant,California Polypody,Least Concern,252
Yosemite,Polypodium californicum,Vascular Plant,California Polypody,Least Concern,145
Bryce,Polypodium calirhiza,Vascular Plant,Nested Polypody,Least Concern,106
Great Smoky Mountains,Polypodium calirhiza,Vascular Plant,Nested Polypody,Least Concern,71
Yellowstone,Polypodium calirhiza,Vascular Plant,Nested Polypody,Least Concern,274
Yosemite,Polypodium calirhiza,Vascular Plant,Nested Polypody,Least Concern,193
Bryce,Polypodium glycyrrhiza,Vascular Plant,Licorice Fern,Least Concern,85
Great Smoky Mountains,Polypodium glycyrrhiza,Vascular Plant,Licorice Fern,Least Concern,87
Yellowstone,Polypodium glycyrrhiza,Vascular Plant,Licorice Fern,Least Concern,268
Yosemite,Polypodium glycyrrhiza,Vascular Plant,Licorice Fern,Least Concern,139
Bryce,Polypodium hesperium,Vascular Plant,Western Polypody,Least Concern,67
Great Smoky Mountains,Polypodium hesperium,Vascular Plant,Western Polypody,Least Concern,68
Yellowstone,Polypodium hesperium,Vascular Plant,Western Polypody,Least Concern,256
Yosemite,Polypodium hesperium,Vascular Plant,Western Polypody,Least Concern,133
Bryce,Polypodium virginianum,Vascular Plant,Rock Polypody,Least Concern,89
Great Smoky Mountains,Polypodium virginianum,Vascular Plant,Rock Polypody,Least Concern,88
Yellowstone,Polypodium virginianum,Vascular Plant,Rock Polypody,Least Concern,256
Yosemite,Polypodium virginianum,Vascular Plant,Rock Polypody,Least Concern,178
Bryce,Polypogon maritimus,Vascular Plant,Mediterranean Rabbitsfoot Grass,Least Concern,110
Great Smoky Mountains,Polypogon maritimus,Vascular Plant,Mediterranean Rabbitsfoot Grass,Least Concern,76
Yellowstone,Polypogon maritimus,Vascular Plant,Mediterranean Rabbitsfoot Grass,Least Concern,216
Yosemite,Polypogon maritimus,Vascular Plant,Mediterranean Rabbitsfoot Grass,Least Concern,178
Bryce,Polypogon monspeliensis,Vascular Plant,Rabbit'sfootgrass,Least Concern,97
Great Smoky Mountains,Polypogon monspeliensis,Vascular Plant,Rabbit'sfootgrass,Least Concern,130
Yellowstone,Polypogon monspeliensis,Vascular Plant,Rabbit'sfootgrass,Least Concern,241
Yosemite,Polypogon monspeliensis,Vascular Plant,Rabbit'sfootgrass,Least Concern,119
Bryce,Polypremum procumbens,Vascular Plant,Juniper-Leaf,Least Concern,104
Great Smoky Mountains,Polypremum procumbens,Vascular Plant,Juniper-Leaf,Least Concern,51
Yellowstone,Polypremum procumbens,Vascular Plant,Juniper-Leaf,Least Concern,266
Yosemite,Polypremum procumbens,Vascular Plant,Juniper-Leaf,Least Concern,105
Bryce,Polystichum acrostichoides,Vascular Plant,Christmas Fern,Least Concern,135
Great Smoky Mountains,Polystichum acrostichoides,Vascular Plant,Christmas Fern,Least Concern,76
Yellowstone,Polystichum acrostichoides,Vascular Plant,Christmas Fern,Least Concern,246
Yosemite,Polystichum acrostichoides,Vascular Plant,Christmas Fern,Least Concern,147
Bryce,Polystichum imbricans ssp. imbricans,Vascular Plant,Narrowleaf Swordfern,Least Concern,100
Great Smoky Mountains,Polystichum imbricans ssp. imbricans,Vascular Plant,Narrowleaf Swordfern,Least Concern,83
Yellowstone,Polystichum imbricans ssp. imbricans,Vascular Plant,Narrowleaf Swordfern,Least Concern,229
Yosemite,Polystichum imbricans ssp. imbricans,Vascular Plant,Narrowleaf Swordfern,Least Concern,158
Bryce,Polystichum kruckebergii,Vascular Plant,Kruckeberg's Hollyfern,Least Concern,79
Great Smoky Mountains,Polystichum kruckebergii,Vascular Plant,Kruckeberg's Hollyfern,Least Concern,106
Yellowstone,Polystichum kruckebergii,Vascular Plant,Kruckeberg's Hollyfern,Least Concern,213
Yosemite,Polystichum kruckebergii,Vascular Plant,Kruckeberg's Hollyfern,Least Concern,149
Bryce,Polystichum lonchitis,Vascular Plant,Northern Hollyfern,Least Concern,88
Great Smoky Mountains,Polystichum lonchitis,Vascular Plant,Northern Hollyfern,Least Concern,82
Yellowstone,Polystichum lonchitis,Vascular Plant,Northern Hollyfern,Least Concern,214
Yosemite,Polystichum lonchitis,Vascular Plant,Northern Hollyfern,Least Concern,156
Bryce,Polystichum munitum,Vascular Plant,Western Swordfern,Least Concern,71
Great Smoky Mountains,Polystichum munitum,Vascular Plant,Western Swordfern,Least Concern,115
Yellowstone,Polystichum munitum,Vascular Plant,Western Swordfern,Least Concern,251
Yosemite,Polystichum munitum,Vascular Plant,Western Swordfern,Least Concern,154
Bryce,Polystichum scopulinum,Vascular Plant,Mountain Hollyfern,Least Concern,106
Great Smoky Mountains,Polystichum scopulinum,Vascular Plant,Mountain Hollyfern,Least Concern,54
Yellowstone,Polystichum scopulinum,Vascular Plant,Mountain Hollyfern,Least Concern,244
Yosemite,Polystichum scopulinum,Vascular Plant,Mountain Hollyfern,Least Concern,144
Bryce,Polytrichum appalachianum,Nonvascular Plant,Appalachian Polytrichum Moss,Least Concern,126
Great Smoky Mountains,Polytrichum appalachianum,Nonvascular Plant,Appalachian Polytrichum Moss,Least Concern,84
Yellowstone,Polytrichum appalachianum,Nonvascular Plant,Appalachian Polytrichum Moss,Least Concern,257
Yosemite,Polytrichum appalachianum,Nonvascular Plant,Appalachian Polytrichum Moss,Least Concern,154
Bryce,Polytrichum commune,Nonvascular Plant,Polytrichum Moss,Least Concern,107
Great Smoky Mountains,Polytrichum commune,Nonvascular Plant,Polytrichum Moss,Least Concern,59
Yellowstone,Polytrichum commune,Nonvascular Plant,Polytrichum Moss,Least Concern,254
Yosemite,Polytrichum commune,Nonvascular Plant,Polytrichum Moss,Least Concern,136
Bryce,Polytrichum juniperinum,Nonvascular Plant,Juniper Polytrichum Moss,Least Concern,101
Great Smoky Mountains,Polytrichum juniperinum,Nonvascular Plant,Juniper Polytrichum Moss,Least Concern,92
Yellowstone,Polytrichum juniperinum,Nonvascular Plant,Juniper Polytrichum Moss,Least Concern,243
Yosemite,Polytrichum juniperinum,Nonvascular Plant,Juniper Polytrichum Moss,Least Concern,138
Bryce,Polytrichum ohioense,Nonvascular Plant,Ohio Polytrichum Moss,Least Concern,127
Great Smoky Mountains,Polytrichum ohioense,Nonvascular Plant,Ohio Polytrichum Moss,Least Concern,54
Yellowstone,Polytrichum ohioense,Nonvascular Plant,Ohio Polytrichum Moss,Least Concern,245
Yosemite,Polytrichum ohioense,Nonvascular Plant,Ohio Polytrichum Moss,Least Concern,183
Bryce,Polytrichum pallidisetum,Nonvascular Plant,Polytrichum Moss,Least Concern,84
Great Smoky Mountains,Polytrichum pallidisetum,Nonvascular Plant,Polytrichum Moss,Least Concern,87
Yellowstone,Polytrichum pallidisetum,Nonvascular Plant,Polytrichum Moss,Least Concern,225
Yosemite,Polytrichum pallidisetum,Nonvascular Plant,Polytrichum Moss,Least Concern,134
Bryce,Polytrichum piliferum,Nonvascular Plant,Polytrichum Moss,Least Concern,110
Great Smoky Mountains,Polytrichum piliferum,Nonvascular Plant,Polytrichum Moss,Least Concern,34
Yellowstone,Polytrichum piliferum,Nonvascular Plant,Polytrichum Moss,Least Concern,243
Yosemite,Polytrichum piliferum,Nonvascular Plant,Polytrichum Moss,Least Concern,124
Bryce,Polytrichum strictum,Nonvascular Plant,Polytrichum Moss,Least Concern,54
Great Smoky Mountains,Polytrichum strictum,Nonvascular Plant,Polytrichum Moss,Least Concern,78
Yellowstone,Polytrichum strictum,Nonvascular Plant,Polytrichum Moss,Least Concern,224
Yosemite,Polytrichum strictum,Nonvascular Plant,Polytrichum Moss,Least Concern,161
Bryce,Pomoxis nigromaculatus,Fish,Black Crappie,Least Concern,102
Great Smoky Mountains,Pomoxis nigromaculatus,Fish,Black Crappie,Least Concern,68
Yellowstone,Pomoxis nigromaculatus,Fish,Black Crappie,Least Concern,258
Yosemite,Pomoxis nigromaculatus,Fish,Black Crappie,Least Concern,191
Bryce,Poncirus trifoliata,Vascular Plant,Trifoliate Orange,Least Concern,43
Great Smoky Mountains,Poncirus trifoliata,Vascular Plant,Trifoliate Orange,Least Concern,110
Yellowstone,Poncirus trifoliata,Vascular Plant,Trifoliate Orange,Least Concern,270
Yosemite,Poncirus trifoliata,Vascular Plant,Trifoliate Orange,Least Concern,124
Bryce,Pontederia cordata,Vascular Plant,Pickerelweed,Least Concern,110
Great Smoky Mountains,Pontederia cordata,Vascular Plant,Pickerelweed,Least Concern,107
Yellowstone,Pontederia cordata,Vascular Plant,Pickerelweed,Least Concern,225
Yosemite,Pontederia cordata,Vascular Plant,Pickerelweed,Least Concern,155
Bryce,Pooecetes gramineus,Bird,Vesper Sparrow,Least Concern,120
Great Smoky Mountains,Pooecetes gramineus,Bird,Vesper Sparrow,Least Concern,102
Yellowstone,Pooecetes gramineus,Bird,Vesper Sparrow,Least Concern,244
Yosemite,Pooecetes gramineus,Bird,Vesper Sparrow,Least Concern,116
Bryce,Populus X acuminata,Vascular Plant,Lanceleaf Cottonwood,Least Concern,88
Great Smoky Mountains,Populus X acuminata,Vascular Plant,Lanceleaf Cottonwood,Least Concern,54
Yellowstone,Populus X acuminata,Vascular Plant,Lanceleaf Cottonwood,Least Concern,222
Yosemite,Populus X acuminata,Vascular Plant,Lanceleaf Cottonwood,Least Concern,145
Bryce,Populus X canescens,Vascular Plant,Gray Poplar,Least Concern,57
Great Smoky Mountains,Populus X canescens,Vascular Plant,Gray Poplar,Least Concern,87
Yellowstone,Populus X canescens,Vascular Plant,Gray Poplar,Least Concern,268
Yosemite,Populus X canescens,Vascular Plant,Gray Poplar,Least Concern,178
Bryce,Populus X jackii,Vascular Plant,Jack's Poplar,Least Concern,77
Great Smoky Mountains,Populus X jackii,Vascular Plant,Jack's Poplar,Least Concern,86
Yellowstone,Populus X jackii,Vascular Plant,Jack's Poplar,Least Concern,246
Yosemite,Populus X jackii,Vascular Plant,Jack's Poplar,Least Concern,159
Bryce,Populus alba,Vascular Plant,White Poplar,Least Concern,139
Great Smoky Mountains,Populus alba,Vascular Plant,White Poplar,Least Concern,81
Yellowstone,Populus alba,Vascular Plant,White Poplar,Least Concern,251
Yosemite,Populus alba,Vascular Plant,White Poplar,Least Concern,120
Bryce,Populus angustifolia,Vascular Plant,Narrowleaf Cottonwood,Least Concern,96
Great Smoky Mountains,Populus angustifolia,Vascular Plant,Narrowleaf Cottonwood,Least Concern,92
Yellowstone,Populus angustifolia,Vascular Plant,Narrowleaf Cottonwood,Least Concern,226
Yosemite,Populus angustifolia,Vascular Plant,Narrowleaf Cottonwood,Least Concern,154
Bryce,Populus balsamifera,Vascular Plant,Balsam Poplar,Least Concern,89
Great Smoky Mountains,Populus balsamifera,Vascular Plant,Balsam Poplar,Least Concern,59
Yellowstone,Populus balsamifera,Vascular Plant,Balsam Poplar,Least Concern,246
Yosemite,Populus balsamifera,Vascular Plant,Balsam Poplar,Least Concern,148
Bryce,Populus balsamifera ssp. balsamifera,Vascular Plant,Balm Of Gilead,Least Concern,93
Great Smoky Mountains,Populus balsamifera ssp. balsamifera,Vascular Plant,Balm Of Gilead,Least Concern,91
Yellowstone,Populus balsamifera ssp. balsamifera,Vascular Plant,Balm Of Gilead,Least Concern,255
Yosemite,Populus balsamifera ssp. balsamifera,Vascular Plant,Balm Of Gilead,Least Concern,146
Bryce,Populus balsamifera ssp. trichocarpa,Vascular Plant,Black Cottonwood,Least Concern,74
Great Smoky Mountains,Populus balsamifera ssp. trichocarpa,Vascular Plant,Black Cottonwood,Least Concern,49
Yellowstone,Populus balsamifera ssp. trichocarpa,Vascular Plant,Black Cottonwood,Least Concern,275
Yosemite,Populus balsamifera ssp. trichocarpa,Vascular Plant,Black Cottonwood,Least Concern,141
Bryce,Populus deltoides,Vascular Plant,Eastern Cottonwood,Least Concern,129
Great Smoky Mountains,Populus deltoides,Vascular Plant,Eastern Cottonwood,Least Concern,94
Yellowstone,Populus deltoides,Vascular Plant,Eastern Cottonwood,Least Concern,216
Yosemite,Populus deltoides,Vascular Plant,Eastern Cottonwood,Least Concern,183
Bryce,Populus fremontii ssp. fremontii,Vascular Plant,Fremont's Cottonwood,Least Concern,100
Great Smoky Mountains,Populus fremontii ssp. fremontii,Vascular Plant,Fremont's Cottonwood,Least Concern,85
Yellowstone,Populus fremontii ssp. fremontii,Vascular Plant,Fremont's Cottonwood,Least Concern,182
Yosemite,Populus fremontii ssp. fremontii,Vascular Plant,Fremont's Cottonwood,Least Concern,145
Bryce,Populus grandidentata,Vascular Plant,Large-Toothed Aspen,Least Concern,88
Great Smoky Mountains,Populus grandidentata,Vascular Plant,Large-Toothed Aspen,Least Concern,67
Yellowstone,Populus grandidentata,Vascular Plant,Large-Toothed Aspen,Least Concern,272
Yosemite,Populus grandidentata,Vascular Plant,Large-Toothed Aspen,Least Concern,143
Bryce,Populus nigra,Vascular Plant,Lombardy Poplar,Least Concern,75
Great Smoky Mountains,Populus nigra,Vascular Plant,Lombardy Poplar,Least Concern,52
Yellowstone,Populus nigra,Vascular Plant,Lombardy Poplar,Least Concern,245
Yosemite,Populus nigra,Vascular Plant,Lombardy Poplar,Least Concern,152
Bryce,Populus tremuloides,Vascular Plant,Quaking Aspen,Least Concern,86
Great Smoky Mountains,Populus tremuloides,Vascular Plant,Quaking Aspen,Least Concern,35
Yellowstone,Populus tremuloides,Vascular Plant,Quaking Aspen,Least Concern,269
Yosemite,Populus tremuloides,Vascular Plant,Quaking Aspen,Least Concern,123
Bryce,Porteranthus stipulatus,Vascular Plant,Indian Physic,Least Concern,108
Great Smoky Mountains,Porteranthus stipulatus,Vascular Plant,Indian Physic,Least Concern,85
Yellowstone,Porteranthus stipulatus,Vascular Plant,Indian Physic,Least Concern,238
Yosemite,Porteranthus stipulatus,Vascular Plant,Indian Physic,Least Concern,165
Bryce,Porteranthus trifoliatus,Vascular Plant,Bowman's-Root,Least Concern,110
Great Smoky Mountains,Porteranthus trifoliatus,Vascular Plant,Bowman's-Root,Least Concern,72
Yellowstone,Porteranthus trifoliatus,Vascular Plant,Bowman's-Root,Least Concern,250
Yosemite,Porteranthus trifoliatus,Vascular Plant,Bowman's-Root,Least Concern,130
Bryce,Porterella carnosula,Vascular Plant,Porterplant,Least Concern,76
Great Smoky Mountains,Porterella carnosula,Vascular Plant,Porterplant,Least Concern,60
Yellowstone,Porterella carnosula,Vascular Plant,Porterplant,Least Concern,254
Yosemite,Porterella carnosula,Vascular Plant,Porterplant,Least Concern,167
Bryce,Portulaca oleracea,Vascular Plant,Wild Portulaca,Least Concern,224
Great Smoky Mountains,Portulaca oleracea,Vascular Plant,Wild Portulaca,Least Concern,169
Yellowstone,Portulaca oleracea,Vascular Plant,Wild Portulaca,Least Concern,491
Yosemite,Portulaca oleracea,Vascular Plant,Wild Portulaca,Least Concern,271
Bryce,Porzana carolina,Bird,Sora,Least Concern,106
Great Smoky Mountains,Porzana carolina,Bird,Sora,Least Concern,40
Yellowstone,Porzana carolina,Bird,Sora,Least Concern,271
Yosemite,Porzana carolina,Bird,Sora,Least Concern,166
Bryce,Potamogeton alpinus,Vascular Plant,Alpine Pondweed,Least Concern,118
Great Smoky Mountains,Potamogeton alpinus,Vascular Plant,Alpine Pondweed,Least Concern,50
Yellowstone,Potamogeton alpinus,Vascular Plant,Alpine Pondweed,Least Concern,255
Yosemite,Potamogeton alpinus,Vascular Plant,Alpine Pondweed,Least Concern,164
Bryce,Potamogeton amplifolius,Vascular Plant,Largeleaf Pondweed,Least Concern,187
Great Smoky Mountains,Potamogeton amplifolius,Vascular Plant,Largeleaf Pondweed,Least Concern,160
Yellowstone,Potamogeton amplifolius,Vascular Plant,Largeleaf Pondweed,Least Concern,492
Yosemite,Potamogeton amplifolius,Vascular Plant,Largeleaf Pondweed,Least Concern,357
Bryce,Potamogeton diversifolius,Vascular Plant,Waterthread Pondweed,Least Concern,119
Great Smoky Mountains,Potamogeton diversifolius,Vascular Plant,Waterthread Pondweed,Least Concern,73
Yellowstone,Potamogeton diversifolius,Vascular Plant,Waterthread Pondweed,Least Concern,255
Yosemite,Potamogeton diversifolius,Vascular Plant,Waterthread Pondweed,Least Concern,119
Bryce,Potamogeton epihydrus,Vascular Plant,Ribbonleaf Pondweed,Least Concern,214
Great Smoky Mountains,Potamogeton epihydrus,Vascular Plant,Ribbonleaf Pondweed,Least Concern,175
Yellowstone,Potamogeton epihydrus,Vascular Plant,Ribbonleaf Pondweed,Least Concern,527
Yosemite,Potamogeton epihydrus,Vascular Plant,Ribbonleaf Pondweed,Least Concern,288
Bryce,Potamogeton filiformis,Vascular Plant,Threadleaf Pondweed,Least Concern,81
Great Smoky Mountains,Potamogeton filiformis,Vascular Plant,Threadleaf Pondweed,Least Concern,100
Yellowstone,Potamogeton filiformis,Vascular Plant,Threadleaf Pondweed,Least Concern,237
Yosemite,Potamogeton filiformis,Vascular Plant,Threadleaf Pondweed,Least Concern,201
Bryce,Potamogeton foliosus ssp. fibrillosus,Vascular Plant,Leafy Pondweed,Least Concern,102
Great Smoky Mountains,Potamogeton foliosus ssp. fibrillosus,Vascular Plant,Leafy Pondweed,Least Concern,72
